"TID","TH"
"TID_TRAINING_INFO","แตะไอคอนหน่วยค้างไว้เพื่อฝึกกองกำลังหลายๆ กอง"
"TID_TRAINING_INFO2","ลากหน่วยเพื่อฝึกหรือสลับลำดับ"
"TID_TRAINING_LEVELS","การฝึกซ้อม"
"TID_TRAINING_LEVELS_DESCRIPTION","ฝึกฝนทักษะและทดลองกลยุทธ์การโจมตีต่างๆ ฟรี! เลเวลการฝึกซ้อมใหม่เปิดใช้ได้เมื่อท่านอัปเกรดศาลากลางของท่าน"
"TID_TRAINING_QUEUE_IS_EMPTY","คิวการฝึกว่าง"
"TID_TRAINING_RESOURCES","ทรัพยากร"
"TID_TRAINING_SCREEN_BARRACKS","โรงทหาร"
"TID_TRAINING_SCREEN_CAPACITY","ความจุ:"
"TID_TRAINING_SCREEN_DARK_BARRACKS","โรงทหารมืด"
"TID_TRAINING_SCREEN_DARK_ELIXIR","น้ำอมฤตมืด:"
"TID_TRAINING_SCREEN_DARK_SPELLS","โรงงานอาคมมืด"
"TID_TRAINING_SCREEN_ELIXIR","น้ำอมฤต:"
"TID_TRAINING_SCREEN_QUEUE","คิว"
"TID_TRAINING_SCREEN_SPELLS","โรงงานอาคม"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","กองทัพ"
"TID_TRAINING_SCREEN_TAB_PRESETS","ฝึกด่วน"
"TID_TRAINING_SCREEN_TAB_SIEGE_MACHINES","สร้างเครื่องจักรถล่มเมือง"
"TID_TRAINING_SCREEN_TAB_SPELLS","ปรุงอาคม"
"TID_TRAINING_SCREEN_TAB_TROOPS","ฝึกกองกำลัง"
"TID_TRAINING_SCREEN_TIME_LEFT","เวลาที่เหลืออยู่:"
"TID_TRAINING_SLOTS","ช่องฝึก:"
"TID_TRAINING_SLOT_STOPPED","หยุดแล้ว!"
"TID_TRAINING_SPELLS_INFO","อาคมสามารถใช้งานได้เมื่อศาลากลางถึงเลเวล 5"
"TID_TRAINING_SPELLS_INFO_BUILD","สร้างโรงงานอาคมเพื่อปลดล็อคอาคม!"
"TID_TRAINING_TIME","ระยะเวลาฝึก: <number>"
"TID_TRAINING_TIME2","ระยะเวลาฝึก:"
"TID_TRAINING_TIME_REDUCTION","การลดระยะเวลาฝึก: <number>"
"TID_TRAINING_WARRIORS","นักรบ:"
"TID_TRAIN_ALL_HOUSINGS_FULL","ค่ายทั้งหมดเต็มแล้ว!"
"TID_TRAIN_ALL_HOUSINGS_FULL_INFO","อัปเกรดหรือสร้างค่ายกองทัพเพื่อจุกองกำลังมากขึ้น หรือส่งพวกเขาออกรบ!"
"TID_TRAIN_COST","ค่าฝึก: <number> <resource>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","ปรุงอาคม: <num>/<max>"
"TID_TRAIN_SPELL_STORAGE_FULL","คลังอาคมเต็ม!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","อัปเกรดโรงงานอาคมเพื่อเพิ่มพื้นที่คลัง"
"TID_TRAIN_TROOPS_HINT","ฝึกกองทัพก่อนโจมตี!"
"TID_TRAIN_TROOPS_QUEUE_SIZE","ฝึกกองกำลัง: <num>/<max>"
"TID_TRAIN_TUTORIAL_ARROW","แตะค้าง"
"TID_TRANSITION_WAR_ENDED","สงครามจบแล้ว"
"TID_TRANSITION_WAR_PREPARE","วันเตรียมการ"
"TID_TRANSITION_WAR_START","วันออกรบ"
"TID_TRAP_AIR","ระเบิดอากาศ"
"TID_TRAP_AIR2","กับดักอากาศ"
"TID_TRAP_AIR2_INFO","ข้อความข้อมูลกับดักอากาศ"
"TID_TRAP_AIR_INFO","สิ่งประดิษฐ์ล่าสุดในการกำจัดสิ่งกวนใจในอากาศ กับดักนี้จะสามารถระเบิดใส่หน่วยทางอากาศหลายหน่วยได้ในบริเวณเล็กๆ"
"TID_TRAP_AIR_MEGA","ระเบิดอากาศค้นหาเป้าหมาย"
"TID_TRAP_AIR_MEGA_INFO","นั่นนกรึ? หรือว่าเครื่องบิน? จะเป็นอะไรก็ไม่ต่างกัน เพราะระเบิดอากาศค้นหาเป้าหมายก็ระเบิดจนลอยฟ้าได้หมด กับดักนี้จะสร้างความเสียหายอย่างพินาศแก่หน่วยทางอากาศเดี่ยว"
"TID_TRAP_BOMB","กับระเบิด"
"TID_TRAP_BROKEN","<item> (ไม่ได้ติดอาวุธ)"
"TID_TRAP_CAP_REACHED","ท่านได้สร้างกับดักประเภทนี้ครบถึงจำนวนสูงสุดแล้ว"
"TID_TRAP_DAMAGE","ความเสียหาย: <number>"
"TID_TRAP_DAMAGE_RADIUS","บริเวณของผล: <number> ช่อง"
"TID_TRAP_EJECT","กับดักสปริง"
"TID_TRAP_EJECTOR","กับดักสปริง"
"TID_TRAP_EJECTOR_INFO","เจ้าตัวเด้งดึ๋งตัวน้อยนี้จะโยนแขกไม่ได้รับเชิญออกจากที่ดินของท่าน!"
"TID_TRAP_EJECT_HOUSING","ความจุสปริง: <number>"
"TID_TRAP_FREEZE","กับดักเยือกแข็ง"
"TID_TRAP_FREEZE_INFO","หยุดผู้โจมตีกลางทาง เลือดเย็นดีจริง!\n\nใช้ได้ในเวลาจำกัดเท่านั้น"
"TID_TRAP_FREEZE_SP","กับดักแช่แข็งก็อบลิน"
"TID_TRAP_HALLOWEENBOMB","ระเบิดฟักทอง"
"TID_TRAP_HALLOWEENBOMB_INFO","แบร่! ระเบิดสยองนี้มีเฉพาะเวลาจำกัดเท่านั้น"
"TID_TRAP_HALLOWEEN_SKEL","กับดักโครงกระดูก"
"TID_TRAP_HALLOWEEN_SKEL_INFO","โจมตีและเบี่ยงเบนความสนใจศัตรูไม่รู้อิโหน่อิเหน่ด้วยการปะทะไม่ทันตั้งตัวโดยกองกำลังโครงกระดูกที่อายุสั้นแต่เล่ห์ร้ายกาจ! กับดักโครงกระดูกสามารถใช้เพื่อจัดการได้ทั้งกองกำลังบนดินและในอากาศ"
"TID_TRAP_LOGTRAP","กับดักซุง"
"TID_TRAP_LOGTRAP_INFO","โปรดระวังซุงกลิ้ง"
"TID_TRAP_MINE","ระเบิด"
"TID_TRAP_MINE_INFO","ไม่มีอะไรบอกว่า 'อย่าแหยม' ได้ดีเท่ากับระเบิดสูตรโบราณที่ซ่อนไว้อีกแล้ว"
"TID_TRAP_REPAIR_COST","ค่าติดอาวุธใหม่: <number>"
"TID_TRAP_RUIN_DESC","กลุ่มกับดักที่ถูกทิ้งร้างมานานรอให้ท่านสร้างใหม่\n\nสามารถสร้างใหม่จาก<building>เลเวล <level>"
"TID_TRAP_SANTA","ซานต้าฟาดฟัน"
"TID_TRAP_SANTA_INFO","มอบของขวัญพิเศษนี้ให้ศัตรูของท่าน ความมีน้ำใจของท่านจะเป็นผลดีแน่นอน!"
"TID_TRAP_SHRINK","กับดักหดตัว"
"TID_TRAP_SHRINK_INFO","คำสาปบรรจุขวดจากแม่มดนี้จะเปลี่ยนผู้โจมตีให้มีขนาดเล็ก ลดพลังชีวิตและพลังความเสียหายลงชั่วคราว รวมทั้งทำให้พวกเขาน่ารักสุดๆ รุนแรงชะมัด"
"TID_TRAP_SHRINK_SP","กับดักตัวหดก็อบลิน"
"TID_TRAP_SUPERBOMB","ระเบิดยักษ์"
"TID_TRAP_SUPERBOMB_INFO","ถ้าอยากให้ดังปัง ก็ต้องใช้ระเบิดยักษ์"
"TID_TRAP_TIMETRAP","กับดักเวลา"
"TID_TRAP_TORNADO","กับดักทอร์นาโด"
"TID_TRAP_TORNADO_INFO","ลมและหินอาจหักกระดูกได้ แต่กับดักนี้จะทำให้คุณสับสนเป็นแน่แท้ เพียงวางกับดักลงไปหนึ่งชิ้นและลมหมุนจะดูดกองกำลังของศัตรูเข้ามา คอยขัดขวางการโจมตี"
"TID_TRAP_TRIGGER_RADIUS","รัศมีการกระตุ้น:"
"TID_TRAP_ZAPTRAP","กับดักช็อตไฟฟ้า"
"TID_TRAP_ZAPTRAP_INFO","คำบรรยายกับดักช็อตไฟฟ้า"
"TID_TREASURY_BOOSTERS_DESCRIPTION","ไอเทมเวทมนตร์มีพลังอัศจรรย์ ซึ่งมีขอบเขตตั้งแต่การช่วยเหลือท่านในการอัปเกรดไปจนถึงการบูสต์สารพัดสิ่งในหมู่บ้านและกองทัพของท่าน ท่านสามารถครองไอเทมแต่ละชิ้นพร้อมกันได้ในจำนวนจำกัด"
"TID_TREASURY_BOOSTERS_EMPTY","ท่านไม่มีไอเทมเวทมนตร์นี้!"
"TID_TREASURY_CAPACITY","<resource>: <number>"
"TID_TREASURY_DARK_ELIXIR","น้ำอมฤตมืดกรมคลัง"
"TID_TREASURY_DESCRIPTION","สงครามแคลนและของปล้นโบนัสดาวจะได้รับการปกป้องอย่างดีในกรมคลัง เพิ่มความจุของกรมคลังได้ด้วยการอัปเกรดศาลากลางและผ่านผลประโยชน์แคลน"
"TID_TREASURY_ELIXIR","น้ำอมฤตกรมคลัง"
"TID_TREASURY_GOLD","ทองคำกรมคลัง"
"TID_TREASURY_WINDOW_TITLE","กรมคลัง"
"TID_TROOPS_USED","กองกำลังที่ใช้ไป:"
"TID_TROOP_ALREADY_AT_MAX_LEVEL","หน่วยนี้อยู่เลเวลสูงสุดอยู่แล้ว!"
"TID_TROOP_HEAL","เยียวยากองกำลัง: <number>"
"TID_TROOP_INFO_COMING_SOON","เร็วๆ นี้!"
"TID_TROOP_REQUEST_FAIL_CASTLE_FULL","ปราสาทแคลนเต็มแล้ว!"
"TID_TROOP_REQUEST_FAIL_COOLDOWN","ท่านต้องรอก่อนจะขอกำลังเสริมเพิ่มอีก"
"TID_TROOP_REQUEST_SENT","คำขอได้ถูกส่งไปแล้ว!"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","ปราสาทแคลนเต็มแล้ว!"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","ปราสาทแคลนพร้อมแล้วสำหรับการขอกำลังเสริม!"
"TID_TROOP_SELF_DONATE_COMPLETED","เพิ่มกองกำลังเสริมแล้ว"
"TID_TROOP_SELF_DONATE_NO_REINFORCEMENTS","เลือกกองกำลังเสริมที่จะเพิ่ม"
"TID_TROOP_SPEED_UP_SUCCESS","การฝึกกองกำลังเสร็จสิ้น!"
"TID_TROOP_TRAINING_MAX","สูงสุด"
