"TID","RU"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","В конце войны бонусная добыча попадет в вашу сокровищницу. Победа в войне также вознаграждается опытом клана. Результаты войны и повторы будут доступны некоторое время после окончания войны. Загляните в журнал «Ход войны», чтобы вспомнить о прошлых сражениях!\n\nПомните: дружеская война не принесет вам ни добычи, ни опыта клана."
"TID_WAR_RESULTS_INFO_HEADLINE","Результаты войны"
"TID_WAR_SEARCH_CANCEL","Отмена поиска..."
"TID_WAR_SELECT_MEMBERS_HINTS","Измените кол-во участников при помощи кнопок выше."
"TID_WAR_SIGNUP_RESPONSE_NOT_AVAILABLE_IN_MODE","Вернитесь домой, чтобы ответить!"
"TID_WAR_SIZE","Военный баланс: <num> против <num>"
"TID_WAR_SIZE_TEXT","Места:"
"TID_WAR_SPECTATOR_TEXT","Вы не участвуете в этой войне. Чтобы поучаствовать в следующий раз, попросите главу клана или соруководителя выбрать вас."
"TID_WAR_SPECTATOR_TITLE","Наблюдение за войной"
"TID_WAR_STARTS_IN","Война через:"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Опыт клана"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Опыт клана начисляется в конце войны"
"TID_WAR_STATS_HEADER_BATTLES","Всего атак"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Лучшие атаки"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Получить <num> зв."
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Уничтожить вражеские военные базы"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Уничтожить военные базы"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Лучшие сражения"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Ничья"
"TID_WAR_STATS_HEADER_TOTAL","Всего"
"TID_WAR_STATS_HEADER_WAR_STATS","Статистика атак"
"TID_WAR_STATS_HEADER_WIN_WAR","Победить в войне"
"TID_WAR_STATS_LOSSES","Поражения:"
"TID_WAR_STATS_TIES","Ничьи:"
"TID_WAR_STATS_TITLE","Статистика войны"
"TID_WAR_STATS_TOTAL","Всего:"
"TID_WAR_STATS_WINS","Победы:"
"TID_WAR_STREAM_ENTRY_TIME","Осталось <time>"
"TID_WAR_TEAM_TAB_ATTACKS","Атаки"
"TID_WAR_TEAM_TAB_DEFENSES","Защита"
"TID_WAR_WAR_BASE_HEADLINE","День подготовки"
"TID_WAR_WAR_BASE_INFO","В день подготовки военные базы открыты для пожертвования войск. Планировку баз можно изменить, используя части вашей обычной деревни. Во время войны эти базы защищаются и хранят ваши ресурсы и трофеи в безопасности. Не забудьте разместить недавно построенные вами здания!"
"TID_WAR_WIN_BONUS","<percentage> бонус за победу в войне"
"TID_WATCH","Смотреть ролик"
"TID_WATCH_LIVE_REPLAY","Прямой эфир"
"TID_WATER","Вода"
"TID_WATER_2","Вода 2x2"
"TID_WATER_3","Вода 3х3"
"TID_WEAPON_INVISIBILITY_SPELL","Башня с заклинанием невидимости"
"TID_WEAPON_POISON_SPELL","Башня с ядовитым заклинанием"
"TID_WEAPON_RAGE_SPELL","Башня с заклинанием ярости"
"TID_WEAPON_TOWN_HALL","Гигатесла"
"TID_WEAPON_TOWN_HALL_13","Великая адская башня"
"TID_WEAPON_TOWN_HALL_14","Великая адская башня"
"TID_WEAPON_TOWN_HALL_14_INFO","Великая адская башня заставит ваших врагов почувствовать себя зефирками, напавшими на костер. Улучшенная до нового уровня башня после разрушения покрывает окрестности пеленой ядовитых облаков, которые наносят урон и замедляют атакующих воинов."
"TID_WECHAT_LOGGED_IN","Вы вошли в WeChat"
"TID_WECHAT_LOGIN_BUTTON","Вход через WeChat"
"TID_WECHAT_LOGOUT_BUTTON","Выход"
"TID_WECHAT_NOT_INSTALLED","Сначала нужно установить WeChat"
"TID_WELCOME_BACK_DEFENCES","Ваша деревня была атакована"
"TID_WELCOME_BACK_EVENTS","Новые события"
"TID_WELCOME_BACK_SUBTITLE","Пока вас не было..."
"TID_WELCOME_BACK_TITLE","С возвращением, вождь!"
"TID_WELCOME_BACK_UPGRADES","Завершенные улучшения"
"TID_WHAT_YOU_GOT","Получено:"
"TID_WIN_BONUS","Бонус за победу"
"TID_WITCH2_ABILITY_HELP","При активации выпускает <num> особо злых летучих мышей."
"TID_WITCH2_ABILITY_NAME","Рой летучих мышей"
"TID_WITCH_GOLEM_ABILITY_HELP","Каждые несколько секунд призывает армию скелетов. При уничтожении призывает Малышей."
"TID_WITCH_GOLEM_ABILITY_NAME","Восставшие из могил"
"TID_WIZARD","Колдун"
"TID_WIZARD2","Ледяной колдун"
"TID_WIZARD_STATUE","Статуя колдуна"
"TID_WIZARD_TOWER_INFO","Невероятная защита! Башня колдунов накладывает на область сильные заклинания, которые бьют и по наземным и по воздушным целям."
"TID_WL_ALL_BONUSES_ALLOCATED","Все бонусы распределены. Выберите меньше участников."
"TID_WL_BONUSES_BEING_SENT","Бонусы отправлены!"
"TID_WL_BONUSES_FAILED_NO_RIGHTS","Лишь глава и соруководитель клана могут раздавать бонусы!"
"TID_WL_BONUSES_GIVEN_TO_STREAM","Бонусы лиги войн отданы: <people>"
"TID_WL_BONUSES_SENDING_FAILED","Не удалось отправить бонусы, попробуйте позднее."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","Бонусы уже выданы другим руководителем."
"TID_WL_BONUS_CONFIRM_TEXT","Выдать бонусы выбранным участникам?"
"TID_WL_BREAK_DAY","Перерыв"
"TID_WL_BREAK_DAY_INFO","У каждого клана в вашей группе есть один выходной в этом сезоне. Сегодня ваша очередь отдыхать!"
"TID_WL_BUTTON_CHANGE_MEMBERS","Изменить участников"
"TID_WL_BUTTON_SEND_BONUSES","Отдать бонусы"
"TID_WL_CANNOT_EDIT_ROSTER","Редактирование списка участников войны в данный момент невозможно."
"TID_WL_COLUMN_ATTACKS","Атаки"
"TID_WL_COLUMN_CLAN_NAME","Клан"
"TID_WL_COLUMN_DESTRUCTION","% разрушений"
"TID_WL_COLUMN_DETAILS","Подробности"
"TID_WL_COLUMN_DRAWS","Ничьи"
"TID_WL_COLUMN_LOSSES","Поражения"
"TID_WL_COLUMN_PLAYER_NAME","Имя"
"TID_WL_COLUMN_POSITION","Место"
"TID_WL_COLUMN_STARS","Звезды"
"TID_WL_COLUMN_WARS","Войны"
"TID_WL_COLUMN_WINS","Победы"
"TID_WL_CURRENT_ROUND","Текущий раунд: <x>/<y>"
"TID_WL_DAY_TITLE","<x>-й раунд"
"TID_WL_EXPLAIN_REWARDS_TEXT","Количество медалей лиги, которые можно получить в награду, зависит от количества заработанных вами звезд, а также от уровня лиги и места вашего клана."
"TID_WL_FAILED_TO_EDIT_ROSTER","Не удалось сохранить изменения в списке участников войны."
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","Вражеские деревни появятся в день сражения."
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","Участники могут измениться; войска можно пожертвовать в день подготовки."
"TID_WL_INFO_LIVE_BONUS","Бонус"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","Гарантировано"
"TID_WL_INFO_LIVE_REWARDS","Награды"
"TID_WL_INFO_LIVE_STAR","Звезда"
"TID_WL_INFO_LIVE_TAB0_HEADER","Неделя сражений"
"TID_WL_INFO_LIVE_TAB0_TEXT","<cFCE27F>Что такое неделя сражений? </c>\n\nВ начале каждой недели сражений ваш клан попадает в группу с семью другими кланами, уровень лиги которых соответствует вашему. В течение следующих семи дней вы будете сражаться с каждым из этих семи кланов, чтобы выявить сильнейшего в группе. Хорошо показавшие себя кланы перейдут в лигу уровнем выше, а худшие кланы отправятся в лигу ниже уровнем.\n\nКаждая неделя сражений начинается с дня подготовки к первому дню войны. В ходе дня подготовки можно выбрать участников следующей войны из числа желающих. Спустя 24 часа начнется первый день войны и одновременно подготовка к следующему дню войны!"
