"TID","PT"
"TID_REENGAGEMENT_BUILDER_ALT_1","Depois que você partiu, o construtor só quer saber de dormir. Talvez seja hora de dar algum trabalho para ele?"
"TID_REENGAGEMENT_CHALLENGES_1","Aqui estão alguns desafios especiais para você encarar, chefe!"
"TID_REENGAGEMENT_CHALLENGES_ALT_1","Os desafios que você já começou estão aqui, chefe!"
"TID_REENGAGEMENT_CHALLENGES_FINISHED_1","Mandou bem, chefe! Agora você já pode continuar a aventura!"
"TID_REENGAGEMENT_DAILYCALENDAR_1","Ah, só mais uma coisinha..."
"TID_REENGAGEMENT_DAILYCALENDAR_2","Você ganha uma recompensa por cada dia que entrar no jogo, chefe."
"TID_REENGAGEMENT_HUB_TITLE","Portal do tutorial"
"TID_REENGAGEMENT_INTRO_1","Alto lá!"
"TID_REENGAGEMENT_INTRO_2","Reconheço um Goblin disfarçado de longe..."
"TID_REENGAGEMENT_INTRO_3","Cansamos de ter nossos recursos roubados!"
"TID_REENGAGEMENT_INTRO_4","Se quiser alguma coisa, vai ter que lutar!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_1","O laboratório está a todo vapor."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_2","Parece que os Magos concluíram o último projeto de pesquisa disponível!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_3","Teremos que melhorar o laboratório para conseguir projetos novos!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_1","Tem um barulho vindo do laboratório..."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_2","Acho que os Magos fizeram algumas pesquisas para você."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_3","Se tivermos recursos, podemos começar algo novo agora mesmo."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_1","O laboratório está parado porque todas as pesquisas foram concluídas."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_2","É preciso melhorar o laboratório para fazer novas pesquisas."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_1","Está tudo parado, pois os Magos não chegaram a um acordo sobre a próxima pesquisa."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_2","Será que você pode ajudá-los a decidir?"
"TID_REENGAGEMENT_LOOTCART_1","Alguns invasores deixaram recursos para trás enquanto fugiam..."
"TID_REENGAGEMENT_LOOTCART_2","Vamos aproveitar para fazer algumas melhorias!"
"TID_REENGAGEMENT_OWN_VILLAGE","Sua vila"
"TID_REGENERATION_PER_SECOND","Autocura por segundo: <number>"
"TID_REGENERATION_TIME","Tempo de regeneração: <number> minutos"
"TID_REGION_CUSTOM1",
"TID_REGION_CUSTOM2",
"TID_REGION_CUSTOM3",
"TID_REGION_CUSTOM4",
"TID_REGION_CUSTOM5",
"TID_REGION_INT","Internacional"
"TID_REINFORCEMENTS_ARRIVING","Reforços chegam em:"
"TID_REINFORCEMENT_CAMPS","Reforços:"
"TID_REINFORCEMENT_CAMPS_UNLOCK_BH","Disponível com\ncasa do construtor 6"
"TID_REINFORCEMENT_CAMP_INFO","Campos de Reforços fornecem reforços quando uma fase específica da batalha é atingida."
"TID_REJECT_FRIEND_CONFIRMATION","Quer mesmo rejeitar o pedido de amizade de <name>?"
"TID_REJECT_FRIEND_CONFIRMATION_TITLE","Rejeitar pedido de amizade?"
"TID_REMOVE_ARMY_CONFIRMATION","Confirmar edição?"
"TID_REMOVE_FRIEND_BUTTON","Remover amigo"
"TID_REMOVE_FRIEND_CONFIRMATION","Quer mesmo remover <name> dos seus amigos do Clash?"
"TID_REMOVE_FRIEND_CONFIRMATION_TITLE","Remover amigo?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION","Quer mesmo cancelar o pedido de amizade enviado a <name>?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION_TITLE","Cancelar pedido de amizade?"
"TID_REMOVE_SHIELD","Remover escudo"
"TID_REMOVE_SPELL_MESSAGE","Feitiços removidos"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Tropas e feitiços removidos"
"TID_REMOVE_TROOP_BUTTON","Remover"
"TID_REMOVE_TROOP_MESSAGE","Tropas removidas"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_REPAIR_BUILDING_TITLE","Consertar edifício?"
"TID_REPAIR_CLAN_CASTLE","Desbloquear clãs"
"TID_REPAIR_CLAN_CASTLE_2","Entre num clã para fazer novos aliados, receber reforços e participar dos Jogos do Clã e das Guerras de Clãs.\n\nVocê também pode criar seu próprio clã para jogar com amigos, recrutar novos membros e marcar presença no reino!"
"TID_REPAIR_CLAN_CASTLE_TITLE","Reconstruir Castelo do Clã"
"TID_REPAIR_HERO_TITLE","Reparar herói?"
"TID_REPAIR_PER_SECOND","Reparação por segundo: <number>"
"TID_REPAIR_SHIP_2","O barco permite que você visite lugares novos!"
"TID_REPAIR_SHIP_TITLE","Reconstruir barco?"
"TID_REPLACE_LAYOUT","Substituir layout"
"TID_REPLAY_BUTTON_FAIL","O replay não está mais disponível!"
"TID_REPLAY_FAILED","Erro ao mostrar o replay."
"TID_REPLAY_NOT_AVAILABLE","Replay não disponível."
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Volte à vila principal para assistir a um replay!"
"TID_REPLAY_PLAY_AGAIN","Ver novamente"
"TID_REPLAY_REPLAY","Replay"
"TID_REPLAY_SHARED_FAIL","Você já compartilhou um replay. Compartilhe novamente em <time>."
"TID_REPLAY_SHARED_SUCCESS","Replay compartilhado!"
"TID_REPLAY_SHARE_TEXT","Compartilhe replays das batalhas táticas no bate-papo do clã."
"TID_REPLAY_SPEED","Velocidade do replay:"
"TID_REPLAY_TIME","O replay termina em:"
"TID_REPORT_CONFIRM_SCREENSHOT","你确定要提交这张截图作为证据吗？"
"TID_REPORT_DESCRIPTION_DEFAULT","请描述你要举报的内容"
"TID_REPORT_DESCRIPTION_TITLE","详细描述"
"TID_REPORT_DONE","感谢您的举报"
"TID_REPORT_LAYOUT","举报排版"
"TID_REPORT_PLAYER_BUTTON","Denunciar"
"TID_REPORT_PROFILE_IMAGE","Denunciar imagem do perfil"
"TID_REPORT_PROFILE_IMAGE_NOTIFICATION","Imagem de perfil denunciada!"
"TID_REPORT_PROFILE_IMAGE_TEXT","Quer mesmo denunciar a imagem do perfil de <name> como inapropriada?"
"TID_REPORT_REASON","原因"
"TID_REPORT_REASON_ABUSIVE","辱骂"
"TID_REPORT_REASON_OTHER","其他内容"
"TID_REPORT_REASON_POLITICAL","政治敏感性"
"TID_REPORT_REASON_VULGAR","色情和低俗"
"TID_REQUESTED_FROM_CLAN","Tropas recebidas:"
"TID_REQUEST_IS_PENDING","Sua solicitação está pendente."
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","Volte à sua vila para pedir reforços!"
"TID_REQUEST_TO_JOIN_NEW_CLAN_WHILE_IN_CLAN_TEXT","Caso o clã aceite sua solicitação, você sairá do seu clã atual. Deseja continuar?"
"TID_REQUEST_TO_JOIN_NEW_CLAN_WHILE_IN_CLAN_TITLE","Deixando o clã"
"TID_REQUIRED_BARRACK_LEVEL","Quartel de nível <number> necessário."
"TID_REQUIRED_BLACKSMITH_LEVEL","Necessário ferreiro nível <number>"
"TID_REQUIRED_BUILDERS_HALL_LEVEL","Casa do construtor de nível <number> necessária."
"TID_REQUIRED_CASTLE_LEVEL","Castelo do Clã de nível <number> necessário."
"TID_REQUIRED_DARK_BARRACK_LEVEL","Quartel negro de nível <number> necessário."
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Fábrica de feitiços sombrios de nível <number> necessária."
"TID_REQUIRED_EXP_LEVEL","Nível de experiência <number> necessário."
"TID_REQUIRED_HQ_LEVEL","Capitólio de nível <number> necessário."
"TID_REQUIRED_LABORATORY_LEVEL","Laboratório de nível <number> necessário."
"TID_REQUIRED_LEAGUE","<league> Obrigatório"
"TID_REQUIRED_PET_SHOP_LEVEL","É preciso casa de animais nível <number>."
"TID_REQUIRED_SIEGE_WORKSHOP_LEVEL","Oficina de nível <number> necessária."
"TID_REQUIRED_SPELL_FORGE_LEVEL","Fábrica de feitiços de nível <number> necessária."
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Laboratório estelar de nível <number> necessário."
"TID_REQUIRED_TOWN_HALL_LEVEL","Centro da Vila de nível <number> necessário."
"TID_RESEARCH2_ABILITY_TITLE","Habilidade especial"
"TID_RESEARCH2_TITLE","Benefícios da melhoria:"
"TID_RESEARCHER_MENU_ALL_UPGRADED","Melhorias concluídas"
"TID_RESEARCHER_MENU_EXTRA_SUGGESTION","Outras melhorias:"
"TID_RESEARCHER_MENU_IN_PROGRESS","Melhorias em andamento:"
"TID_RESEARCHER_MENU_SUGGESTION","Melhorias sugeridas:"
"TID_RESERARCH2_SWIPE","Deslize para a esquerda/direita para ver mais melhorias."
"TID_RESOURCE_BOOST","Aceleração de recursos"
"TID_RESOURCE_BOOST_INFO","Duplica a produção de recursos na vila principal."
"TID_RESOURCE_BUY_CONFIRMATION","Recursos recebidos!"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Construa mais depósitos de elixir negro ou melhore os já existentes!"
"TID_RESOURCE_CAP_FULL_ELIXIR","Construa mais depósitos de elixir ou melhore os já existentes!"
"TID_RESOURCE_CAP_FULL_GENERIC","Construa mais depósitos ou melhore os já existentes!"
"TID_RESOURCE_CAP_FULL_GOLD","Construa mais depósitos de ouro ou melhore os já existentes!"
"TID_RESOURCE_IN_TREASURY","No cofre:"
"TID_RESOURCE_MAX","Máx.:"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Encher depósitos +50%"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Encher depósitos de elixir negro"
"TID_RESOURCE_PACK_ELIXIR_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_ELIXIR_50","Encher depósitos +50%"
"TID_RESOURCE_PACK_ELIXIR_FULL","Encher depósitos de elixir"
"TID_RESOURCE_PACK_GOLD_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_GOLD_50","Encher depósitos +50%"
"TID_RESOURCE_PACK_GOLD_FULL","Encher depósitos de ouro"
"TID_RESOURCE_PACK_LOCKED","Capacidade insuficiente!"
"TID_RESOURCE_PRODUCTION","Produção por hora:"
"TID_RESOURCE_STORAGE_CAPACITY","Capacidade do depósito: <number>"
"TID_RESOURCE_STORAGE_FULL","Seu depósito de <res> já está cheio."
"TID_RESTART_REPLAY_BUTTON","Reiniciar"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Os resultados do raide de fim de semana estão sendo calculados."
"TID_RESUME_BOOST","Retomar"
"TID_REVENGE","Vingança"
"TID_REVENGE_NOT_AVAILABLE","Vingança não disponível."
"TID_REVIVE_TIME","Invulnerabilidade: <number> segundos"
"TID_RICOCHET_CANNON_INFO","O Construtor usou um truque estranho para desenvolver uma bola de canhão devastadora que ricocheteia e acerta um segundo alvo."
"TID_RIVER","Rio"
"TID_RIVER_BRIDGE","Ponte"
"TID_RIVER_CAVE","Caverna fluvial"
"TID_ROCKET_BALLOONS","Balões-foguete"
"TID_ROYALE_SCENERY","Paisagem Royale"
"TID_ROYAL_GHOST_ABILITY_HELP","Após ser mobilizado, o Fantasma Real passa despercebido por defesas e muros durante <num> segundos."
"TID_ROYAL_GHOST_ABILITY_NAME","Fantasmagórico"
"TID_RUINS","Ruínas"
"TID_RUINS_ARMY_CAMP","Ruínas do acampamento"
"TID_RUINS_BARRACKS","Ruínas do quartel"
"TID_RUINS_SPELL_FACTORY","Ruínas da fábrica de feitiços"
"TID_RUIN_DESC","Uma série de construções negligenciadas há muito tempo só esperando por uma grande reforma.\n\nReconstrução disponível com <building> de nível <level>."
"TID_RUIN_INFO_UNLOCKS","Reconstrua e obtenha:"
"TID_SAVE_ALLIANCE_SETTINGS","Salvar"
"TID_SCENERY_ALREADY_OWNED","Você já tem esta paisagem."
"TID_SCENERY_BOOKS_OF_CLASH","Paisagem Books of Clash"
"TID_SCENERY_CHAMPION","Paisagem dos campeões"
"TID_SCENERY_CHANGE_DOWNLOADING","A paisagem está sendo baixada e será exibida automaticamente quando estiver pronta."
"TID_SCENERY_CHESS","Paisagem de xadrez"
"TID_SCENERY_CLASHBALL",
"TID_SCENERY_CLASHY_CONSTRUCTS","Paisagem do Clashy mecânico"
"TID_SCENERY_CLASSIC","Paisagem clássica"
"TID_SCENERY_CRYSTAL_CAVERNS","Paisagem de caverna de cristal"
"TID_SCENERY_DESCRIPTION","<scenery>"
"TID_SCENERY_EGYPT","Paisagem egípcia"
"TID_SCENERY_EPIC_JUNGLE","Paisagem de selva épica"
"TID_SCENERY_EPIC_WINTER","Paisagem nevada épica"
"TID_SCENERY_FUTURE","Paisagem futurística"
"TID_SCENERY_GHOST","Paisagem fantasma"
"TID_SCENERY_GINGERBREAD","Paisagem de biscoito"
"TID_SCENERY_GOBLIN_CAVES","Paisagem da caverna de Goblins"
"TID_SCENERY_HOG_MOUNTAIN","Paisagem da montanha do porco"
"TID_SCENERY_JUNGLE","Paisagem de selva"
"TID_SCENERY_NOT_AVAILABLE","Libere esta paisagem nos desafios da temporada."
"TID_SCENERY_OFTHENORTH","Paisagem do Norte"
"TID_SCENERY_PIRATE","Paisagem pirata"
"TID_SCENERY_SPACE","Paisagem sideral"
"TID_SCID_GIFT_ACCEPT_BUTTON","Aceitar"
"TID_SCID_GIFT_DECLINE_BUTTON","Recusar"
"TID_SCID_GIFT_RECEIVED_BODY","tem um bilhete dourado para você."
"TID_SCID_GIFT_RECEIVED_TITLE","Presente recebido!"
"TID_SCID_GOLD_PASS_QUANTITY","Bilhetes dourados: <num>"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","Os seguintes itens foram adicionados à sua conta de jogo:"
"TID_SCID_PURCHASE_DELIVERED_TITLE","Compra entregue"
"TID_SCID_PURCHASE_PASS_EXPLANATION","Bilhetes dourados podem ser usados nos desafios da temporada da sua própria conta ou podem ser doados a amigos do Supercell ID pelo menu do serviço."
"TID_SCORE","Pontuação"
"TID_SCOUT_BUTTON","Explorar"
"TID_SCOUT_PREP_DAY_INFO","Os layouts da base de guerra do inimigo são revelados no dia da batalha."
"TID_SEARCHING","Buscando..."
"TID_SEARCH_OPTIONS","Opções de pesquisa avançada"
"TID_SEARCH_STATUS","Buscando oponentes..."
"TID_SEARCH_TAB","Buscar"
"TID_SEARCH_TAB_BOOKMARKS","Favoritos"
"TID_SEARCH_TAB_CLANS","Buscar clãs"
"TID_SEARCH_TAB_PLAYERS","Jogadores"
"TID_SEARCH_TERM_ANY","Qualquer um"
"TID_SEASON_NAME","Temporada de <month>/<year>"
"TID_SEASON_START_TEXT","A temporada de <month> começou!"
"TID_SECOND_STAGE_FEATURE","Indo ao fundo"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION","Construa nos níveis subterrâneos mais profundos de uma caverna. Há muitas coisas para descobrir e atacar!"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION_SHORT","Depois de cruzar os mares, é hora de construir e batalhar em novos ambientes!"
"TID_SELECT_LEAGUE_PARTICIPANTS","Selecione os participantes da liga"
"TID_SELECT_RANDOM_SKIN_MODE","O visual será escolhido aleatoriamente entre todos os selecionados."
"TID_SELECT_SINGLE_SKIN_MODE","Apenas o visual selecionado será usado."
"TID_SELECT_TROOP_OR_SPELL","Por favor, escolha uma unidade ou um feitiço a ser mobilizado."
"TID_SELFHELP_UNAVAILABLE","Ajuda e suporte indisponíveis no momento. Tente novamente mais tarde."
"TID_SELF_DONATE_TROOPS","Reforçar"
"TID_SELF_SERVICE_BUTTON","Autoatendimento"
"TID_SENT_WAR_REQUEST_TO","Desafio de guerra enviado a <clan>!"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Usar duas fileiras"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR_INFO","Ao habilitar esta opção, você verá uma barra de mobilização de duas linhas nos ataques da vila principal."
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Copiar"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","Token de API copiado para área de transferência do dispositivo!"
"TID_SETTINGS_API_TOKEN_HEADER","Token de API"
"TID_SETTINGS_API_TOKEN_RECEIVED","Token de API: <token>"
"TID_SETTINGS_API_TOKEN_SHOW","Toque em 'Mostrar' para ver o token de API"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Mostrar"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Conectado"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Desconectado"
"TID_SETTINGS_CHANGENAMENOTE","ATENÇÃO! Só é possível alterar seu nome uma vez!"
"TID_SETTINGS_CLAN_CHAT_FILTER","Filtrar bate-papo do clã"
"TID_SETTINGS_DARK_CLOUDS","Mostrar nuvens negras no pareamento"
"TID_SETTINGS_DARK_CLOUDS_INFO","Ao habilitar esta opção, você verá nuvens mais escuras ao procurar um alvo para ser atacado."
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_GENERAL","Geral"
"TID_SETTINGS_GOOGLE","Google Play"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","Se esta opção estiver ativa, o jogo funcionará numa taxa de <max> FPS e usará mais energia. Se estiver desligada, o jogo funcionará numa taxa de 60 FPS e usará menos energia."
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","Maior taxa de quadros"
"TID_SETTINGS_LANGUAGE","Idioma"
"TID_SETTINGS_MUSIC","Música"
"TID_SETTINGS_NAME","Nome"
"TID_SETTINGS_NOTIFICATIONS","Notificações"
"TID_SETTINGS_OFF","Não"
"TID_SETTINGS_ON","Sim"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Quer mesmo alterar seu nome?\nSeu novo nome será:"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nome atual:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Digite o novo nome:"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Digite o seu novo nome mais uma vez:"
"TID_SETTINGS_PRIVACY","Privacidade"
"TID_SETTINGS_SCREEN_TITLE","Configurações"
"TID_SETTINGS_SFX","Efeitos sonoros"
"TID_SETTINGS_SNOW","Neve"
"TID_SETTINGS_TROOP_REQUEST","Mostrar apenas solicitações de reforço relevantes"
"TID_SETTINGS_TROOP_REQUEST_HELP","Ao ativar esta opção, você verá apenas solicitações de reforço às quais você pode doar."
"TID_SETTING_AUTO_TRAIN","Treinar automaticamente o exército usado"
"TID_SETTING_AUTO_TRAIN_INFO","Com a opção ativada, tropas e feitiços usados são adicionados automaticamente à fila depois da batalha."
"TID_SETTING_AUTO_USE_HERO_ABILITIES","Usar habilidade com pouca vida"
"TID_SETTING_AUTO_USE_HERO_ABILITIES_INFO","Ao ativar esta opção, heróis e tropas prestes a serem derrotados usarão sua habilidade automaticamente, se disponível."
"TID_SETTING_CHANGE_FAILED","Erro ao alterar esta configuração. Tente novamente mais tarde."
"TID_SETTING_CHAT_TAG","Marcação no bate-papo do clã"
"TID_SETTING_CHAT_TAG_INFO","Ao habilitar esta opção, você verá notificações quando for marcado no bate-papo do clã."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Tamanho da barra de mobilização"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Ajustar"
"TID_SETTING_GROUP_ATTACK","Configurações de ataque"
"TID_SETTING_SCREEN_SHAKE","Tremor da tela"
"TID_SETTING_SCREEN_SHAKE_INFO","Se a opção estiver ativa, a câmera do jogo tremerá em determinadas sequências."
"TID_SETTING_SHOW_LEADERBOARDS","Aparecer no ranking"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","Se a opção ficar ativada, você vai aparecer no ranking para os demais jogadores. Se ficar desativada, você não vai aparecer no ranking e vai ficar visível para os demais jogadores."
"TID_SHADOW_SCENERY","Paisagem das sombras"
"TID_SHARE","Compartilhar replay"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","Ok"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Link copiado para a área de transferência."
"TID_SHARE_DIALOG_TITLE","Compartilhar"
"TID_SHARE_DUEL_TEXT","Compartilhar replay da batalha tática no bate-papo do clã?"
"TID_SHARE_REPLAY_FAILED","O replay já foi compartilhado por outro jogador."
"TID_SHARE_REPLAY_FAILED2","O replay já foi compartilhado."
"TID_SHARE_SCID_ACTION_BUTTON","Compartilhar Supercell ID"
"TID_SHIELD_ACTIVATED","O escudo do oponente foi ativado por <hours> horas."
"TID_SHIELD_ACTIVE","Escudo ativo"
"TID_SHIELD_BUY_CONFIRMATION","Escudo ativado!"
"TID_SHIELD_GUARD","Dormir"
"TID_SHIELD_INFO","Defesas de longa duração! Escudos impedem todos os ataques, mas o tempo restante do escudo diminui se você atacar. Se você comprar mais de um escudo, as durações serão somadas."
"TID_SHIELD_NONE","Nenhum"
"TID_SHIELD_ON_COOLDOWN","Escudo ainda não disponível!"
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","A guarda é o último recurso antes que a proteção contra os atacantes acabe. Você pode atacar outros sem penalidades, mas tenha cuidado - a guarda não dura por muito tempo!"
"TID_SHIELD_POPUP_GUARD_TIP","A proteção logo terminará. Prepare-se!"
"TID_SHIELD_POPUP_GUARD_TITLE","Guarda ativa"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","Sem o escudo ou a guarda, você pode sofrer um ataque a qualquer momento. Defenda o Centro da Vila a qualquer custo! As armadilhas, os heróis e as tropas do Castelo do Clã maximizarão a defesa."
"TID_SHIELD_POPUP_NONE_TIP","Estamos desprotegidos! Prepare a defesa!"
"TID_SHIELD_POPUP_NONE_TITLE","Escudo inativo"
"TID_SHIELD_POPUP_PERSONAL_BREAK","Nota: os moradores da vila precisarão de um pequeno intervalo depois de passar muito tempo sem o escudo."
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","Tempo até o intervalo pessoal:"
"TID_SHIELD_POPUP_REMOVE_BUTTON","Remover"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","Os escudos previnem ataques dos outros e não são afetados pela busca de alvos no modo multijogador ou vingança, mas serão reduzidos se você começar um ataque."
"TID_SHIELD_POPUP_SHIELD_TIP","Estamos a salvo por enquanto. Relaxe ou ataque!"
"TID_SHIELD_POPUP_SHIELD_TITLE","Escudo ativo"
"TID_SHIELD_PROTECTION","Redução do dano recebido: <number>%"
"TID_SHIELD_SCORE_LIMIT","Não disponível acima\nde <number> troféus."
"TID_SHIELD_SHIELD","Escudo"
"TID_SHIELD_TARGET_COUNT","Alvos atingidos"
"TID_SHIELD_TITLE","Escudo:"
"TID_SHOCKWAVE_DAMAGE","Dano por onda de choque: <number>"
"TID_SHOP_AVAILABLE","Construiu:"
"TID_SHOP_CATEGORY_ARMY_BUILDINGS","Exército"
"TID_SHOP_CATEGORY_BUILD","Edifícios e armadilhas"
"TID_SHOP_CATEGORY_BUILDERS","Construtores"
"TID_SHOP_CATEGORY_COSMETICS","Personalização"
"TID_SHOP_CATEGORY_DECOS","Decorações"
