"TID","EN"
"TID_SIEGE_MACHINES_BATTLE_TEXT","Each Siege Machine specializes in a different way of delivering destruction. You can build multiple Siege Machines, that way you can choose which one you want to use at the start of the battle. Furthermore, if you prefer to not use your Siege Machine, you can still deploy your Clan Castle reinforcements the old fashioned way by toggling to the Clan Castle banner in the troop bar. Don´t forget to request Clan Castle troops from your Clan mates! Having an empty Clan Castle means your Siege Machines will be empty as well. There is no wrong choice in which Siege Machine you choose. Ultimately, it´s up to you to decide which one is the right one that complements your Clan Castle troop combination!"
"TID_SIEGE_MACHINES_OVERVIEW","Overview"
"TID_SIEGE_MACHINES_OVERVIEW_TEXT","Siege Machines are a new and alternative way to deliver your Clan Castle reinforcements. Rather than deploying your Clan Castle troops from the periphery of the map, Siege Machines allow you to deliver them straight into the heart of the enemy´s Village! The Siege Workshop allows you to build a Siege Machine for yourself or your Clan mates can donate one to you. Keep in mind your Clan Castle must be at least level 6 in order to fit a Siege Machine."
"TID_SIEGE_MACHINES_TROOP_BAR_HINT","Your <name> is empty!"
"TID_SIEGE_MACHINE_BALLOON","Stone Slammer"
"TID_SIEGE_MACHINE_BALLOON_INFO","The Stone Slammer is a heavy-duty, flying mountain that targets defensive buildings by flattening them with giant boulders and causes earthquakes. Immune to spell effects."
"TID_SIEGE_MACHINE_CARRIER","Siege Barracks"
"TID_SIEGE_MACHINE_FLYER","Battle Blimp"
"TID_SIEGE_MACHINE_INVISIBLE","WIP Invisible Machine"
"TID_SIEGE_MACHINE_INVISIBLE_FLYING","WIP Invisibility Drone"
"TID_SIEGE_MACHINE_LOG_LAUNCHER","Log Launcher"
"TID_SIEGE_MACHINE_RAM","Wall Wrecker"
"TID_SIEGE_MACHINE_STORAGE_CAPACITY","Siege Machine capacity: <number>"
"TID_SIEGE_WORKSHOP","Workshop"
"TID_SIEGE_WORKSHOP_INFO","The Workshop is where Siege Machines are built. Upgrade the Workshop to unlock different Siege Machines!"
"TID_SIGN_MESSAGE","!"
"TID_SIGN_TITLE","Builder's Note"
"TID_SILVER_PASS_REWARDS","Silver Pass Rewards"
"TID_SINGLEPLAYER","Single Player"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Available loot:"
"TID_SINGLE_PLAYER_LEVEL_WARNING","At least Town Hall level <number> is recommended for this fight."
"TID_SINGLE_PLAYER_LEVEL_WARNING_HEADER","Warning!"
"TID_SKELETON","Skeleton"
"TID_SKELETON_BARRELS","Skeleton Barrels"
"TID_SKELETON_GLIDER","Skeleton Glider"
"TID_SKIN","<name> skin for <hero>"
"TID_SKIN_ALREADY_OWNED","You already own this skin"
"TID_SKIN_NOT_AVAILABLE","Unlock this skin from Season Challenges"
"TID_SKIN_OFFER_INFO","Skin for <name>"
"TID_SKIN_PREVIEW","Skin Preview"
"TID_SKIN_THEME_ANNIVERSARY","Anniversary skin <year>"
"TID_SKIN_THEME_LNY","Lunar New Year skin <year>"
"TID_SKIN_THEME_WORLDS","World Championship skin <year>"
"TID_SLOW_ATTACK","Attack rate decrease: <number>%"
"TID_SLOW_SPEED","Speed decrease: <number>%"
"TID_SLOW_SPEED_AND_ATTACK","Move/attack slow: <number>%"
"TID_SLOW_SPELL","Slow"
"TID_SMITHY","Blacksmith"
"TID_SMITHY_INFO","Bring the right magical Ores here and your Heroes' Equipment can be upgraded to be even mightier! The smoke from the furnace helps make delicious, if unhealthy, brisket."
"TID_SNEAKY_ARCHER","Sneaky Archer"
"TID_SNEAKY_ARCHERS","Sneaky Archers"
"TID_SNOWED_IN_SCENERY","Snow Day"
"TID_SOLD_OUT","Sold Out!"
"TID_SOUR_ELIXIR","Sour Elixir"
"TID_SOUR_ELIXIR_LOOTED","Sour Elixir:"
"TID_SPECIAL_PACK_BUILDER","Starter Pack"
"TID_SPECIAL_UNLOCKS_AT_LEVEL","Special ability unlocks at level <number>"
"TID_SPECTATOR_CAN_NOT_CLAIM","You aren´t taking part in this Clan War"
"TID_SPEEDUP","Haste Spell"
"TID_SPEEDUP_INFO","Put some hustle in even your heaviest units!\n\nHaste Spells lack the damage boost of Rage Spells, but provide an even better boost to movement speed. A lower storage space also allows you to take more of them into battle!"
"TID_SPEED_UP_CRAFTING","Finish crafting Capital Gold now?"
"TID_SPEED_UP_DUEL_CONFIRMATION","Unlock more Builder Battle bonuses now?"
"TID_SPEED_UP_DUEL_CONFIRMATION_TITLE","Get more now?"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Heal Now!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Do you want to heal the <item> to full health?"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Request Now!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Do you want to skip waiting and request reinforcements now?"
"TID_SPELLS_INSIDE","Spell storage capacity used: <number> / <number2>"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","Spell is already at maximum level!"
"TID_SPELL_BAG_OF_FROSTMITES","Bag of Frostmites"
"TID_SPELL_BAG_OF_FROSTMITES_INFO","Briefly freezes the target area and slowly summons bouncing Frostmites which slow down and distract the nearby defenses."
"TID_SPELL_BATS","Bat Spell"
"TID_SPELL_BATS_INFO","Summon an army of Bats anywhere on the battlefield!\n\nDeploy aerial reinforcements wherever you need them the most. Bats do not trigger traps."
"TID_SPELL_CAPACITY_AFTER_TRAIN","Spell storage capacity after brewing:"
"TID_SPELL_DAMAGE","Total damage: <number>"
"TID_SPELL_DAMAGE_PERCENT","Damage: <number>%"
"TID_SPELL_DUPLICATE_HOUSING","Cloned capacity: <number>"
"TID_SPELL_FACTORY_NOT_UNLOCKED","This Spell Factory has not been built yet"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_ALREADY_CLAIMED","Voucher already claimed"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_EXPIRED","Voucher is expired"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALIDATED","The voucher has been invalidated"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_INVALID_CODE","Error in voucher code. Make sure you have the correct code and try again."
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_TITLE","Claiming Voucher failed"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_FAILED_UNKNOWN","Something went wrong. Try again in a while."
"TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TEXT","<message>"
"TID_SPELL_FACTORY_VOUCHER_CLAIM_SUCCESS_TITLE","Reward Received"
"TID_SPELL_FORGE_INFO","The Spell Factory is home to veteran Wizards who are better suited to creating magical weapons than front-line combat. Use their powerful Attack Spells to turn the tide of battle in your favor!"
"TID_SPELL_FROST","WIP Targeted Frost"
"TID_SPELL_FROST_INFO","WIP Applies frost in a small area for a long time, and does small damage in the area"
"TID_SPELL_HEAL_SPIRIT","WIP Heal Spirit"
"TID_SPELL_HEAL_SPIRIT_INFO","WIP Summons a heal spirit that heavily heals a troop nearby."
"TID_SPELL_IMMORTALITY_INFO","Make your troops invincible anywhere on the field!\n\nCast this spell on a group of troops to make them completely immune to damage for a time."
"TID_SPELL_OVERGROWTH","Overgrowth Spell"
"TID_SPELL_OVERGROWTH_INFO","Ever wish you could ignore a whole chunk of that enemy base? The Overgrowth Spell traps nearby Buildings in tough roots, stopping Defenses attacking. Troops ignore trapped Buildings."
"TID_SPELL_QUEUE_IS_EMPTY","Spell queue is empty"
"TID_SPELL_RADIUS","Radius: <number> tiles"
"TID_SPELL_RECALL","Recall Spell"
"TID_SPELL_RECALL_HOUSING","Recalled capacity: <number>"
"TID_SPELL_RECALL_INFO","Attack going badly? Need to come in from another direction? The Recall Spell summons back Troops, Heroes and Pets to the deployment bar. You can then send the recalled units back out for a second strike."
"TID_SPELL_SPEED_UP_SUCCESS","Spell brewing finished!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Brewing capacity: <number>"
"TID_SPELL_STORAGE_CAPACITY","Spell storage capacity: <number>"
"TID_SPELL_SUMMON_TROOP_COUNT","<name> count: <number>"
"TID_SPELL_TIME","Spell duration: <number> Seconds"
"TID_SPELL_YELLOW_CARD","Yellow Card"
"TID_SPELL_YELLOW_CARD_INFO","Bad sportsmanship deserves punishment and spoiling your attack is rude. Temporarily suspend the targeted Defense or Hero. They can't attack or be attacked while suspended."
"TID_SPOOKY2022_SCENERY","Spooky Scenery"
"TID_SPOOKY_SCENERY","Spooky Scenery"
"TID_SPRING_SIZE_FOR_UNIT","Spring weight:"
"TID_STAGE","Stage <stage>"
"TID_STAGE_BUILD_LIMIT_REACHED","You already have the maximum of <number>x <name> in Stage <stage>."
"TID_STAGE_BUILD_LIMIT_REACHED_DEFENSE","You already have the maximum of <number> defenses in Stage <stage>."
"TID_STAGE_BUILD_LIMIT_REACHED_TRAP","You already have the maximum of <number> traps in Stage <stage>."
"TID_STAGE_LIMIT_EDIT_MODE","<cur>/<max> <name>"
"TID_STAGE_LIMIT_EDIT_MODE_DEFENSE","<cur>/<max> Defenses"
"TID_STAGE_LIMIT_EDIT_MODE_TRAP","<cur>/<max> Traps"
"TID_STAR1","Awesome!"
"TID_STAR2","Excellent!"
"TID_STAR3","Perfect!"
"TID_STARBONUS_WINDOW_AWARD","Star Bonus received!"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00><num>x Star Bonus received!</c>"
"TID_STARBONUS_WINDOW_TREASURY","Bonus loot has been delivered to the Treasury."
"TID_STARS_COLLECTED","Stars: <number>"
"TID_STARS_TOTAL","Stars Total:"
"TID_START_MATCHMAKE_HINT","Attack and defend! Win the Builder Battle for bonus loot!"
"TID_START_RAID","Start Raid"
"TID_START_RAID_FAILED_NO_RIGHTS","Ask a Leader, Co-leader or Elder to start a raid!"
"TID_START_WAR","Start War!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","Can't start a new war, your Clan is already in war!"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","Can't start war, too many pending requests"
"TID_START_WAR_FAILED_GENERIC_ERROR","Can't start a new war, try again later!"
"TID_START_WAR_FAILED_INVALID_SIZE","Can't start war!"
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","Can't start a war, not enough eligible clan members!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","Can't start a war, you need to be in a Clan to start a war!"
"TID_START_WAR_FAILED_NO_RIGHTS","Only Leader or Co-leader can start a war!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","Can't start war, pending request exists"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","Can't start war, war cooldown active."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","Can't start war, request is no longer available"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Cannot send Friendly War challenge, this clan has recently rejected your challenge. Please try again later."
"TID_STAR_BONUS_BONUS_TEXT","In your current League, the Star Bonus reward is:"
"TID_STAR_BONUS_BONUS_TEXT_BONUS","Ongoing Star Bonus event gives you <num>x reward"
"TID_STAR_BONUS_BOOST","Star Bonus Boost"
"TID_STAR_BONUS_BOOST_INFO","Star Bonus earned from winning multiplayer attacks gives you <starbonus>x rewards!"
"TID_STAR_BONUS_BOOST_TEXT_BONUS","Ongoing Star Bonus boost gives you <num>x reward"
"TID_STAR_BONUS_DESCRIPTION","Star Bonus loot is delivered to the Treasury."
"TID_STAR_BONUS_DESCRIPTION_NO_CC","Star Bonus loot is delivered to the Treasury. Repair the Clan Castle to unlock the Treasury!"
"TID_STAR_BONUS_HELP_TEXT","Win five Stars from multiplayer battles to earn a bonus!"
"TID_STAR_BONUS_HELP_TITLE","Star Bonus"
"TID_STAR_BONUS_LOOT_HEADER","Star Bonus loot delivered to <destination>:"
"TID_STAR_BONUS_WINDOW_TITLE","Star Bonus"
"TID_STAR_LABORATORY_UPGRADING_CANNOT_START_UNIT","Cannot start unit upgrade while Star Laboratory is upgrading"
"TID_STATUE_LNY_2023","Magic Show Statue"
"TID_STATUE_LNY_2023_INFO","How do you get the rabbit back in the hat?"
"TID_STAYS_AT_TEXT","Stays in"
"TID_STONE_PATH","Stone Path"
"TID_STORAGES_SPELL_IMMUNITY","All resource storages are immune to Spell damage!"
"TID_STREAK_COUNTER","<num>/<max>"
"TID_STREAK_COUNTER_STREAKS","Progress"
"TID_STREAK_DESCRIPTION_TASK_BROKEN","You broke your Streak! You can continue your Streak or start over."
"TID_STREAK_EVENT_BANNER_TITLE","Progress"
"TID_STREAK_EVENT_BROKEN_TIMER","Task failed: 0h 0m"
"TID_STREAK_EVENT_BUTTON_BOOSTS","Boosts"
"TID_STREAK_EVENT_BUTTON_BROKEN","Continue!"
"TID_STREAK_EVENT_BUTTON_CLAIM","Claim"
"TID_STREAK_EVENT_BUTTON_PURCHASE","<TID_STREAK_EVENT_BUTTON_PURCHASE>"
"TID_STREAK_EVENT_BUTTON_RESET","Start Over!"
"TID_STREAK_EVENT_BUTTON_RUSH","Unlock!"
"TID_STREAK_EVENT_COMPLETE_CURRENT_TIER_TO_RUSH","You need to complete the current task before you can rush"
"TID_STREAK_EVENT_EXTRA_REWARD","+<num>"
"TID_STREAK_EVENT_FAILED","Task Failed"
"TID_STREAK_EVENT_HUD_NOTIFICATION","Task <num>/<max> completed!"
"TID_STREAK_EVENT_INFO_SCREEN_1","Complete a task every day within the given time limit to extend your Streak"
"TID_STREAK_EVENT_INFO_SCREEN_2","A longer Streak unlocks bigger League Bonus multipliers and other Rewards"
"TID_STREAK_EVENT_INFO_SCREEN_3","If you don't complete your task in time, start over or use Gems to retry the task"
"TID_STREAK_EVENT_INFO_SCREEN_4","Can't wait until the next task unlocks? Spend Gems to unlock it now."
"TID_STREAK_EVENT_INFO_SCREEN_TITLE","Streak Event"
"TID_STREAK_EVENT_LEAGUE_BOOST","Streak Bonus"
"TID_STREAK_EVENT_LEAGUE_BOOST_DESCRIPTION","Gain <num>% extra resources from your League loot bonus!"
"TID_STREAK_EVENT_NOTIFICATION_STREAK_ADVANCED","Task Completed!"
"TID_STREAK_EVENT_NOTIFICATION_STREAK_BROKEN","Streak Broken"
"TID_STREAK_EVENT_NO_TIMER_YET","Complete your first task to get started!"
"TID_STREAK_EVENT_PERK_LEAGUE_BOOST_INFO","With a bigger Streak Bonus, you'll get more Loot Bonus in Multiplayer Attacks!"
"TID_STREAK_EVENT_PERK_LEAGUE_BOOST_NAME","Streak Bonus"
"TID_STREAK_EVENT_PERK_LEAGUE_BOOST_TOPIC","Streak Bonus:"
"TID_STREAK_EVENT_REWARDS","Rewards:"
"TID_STREAK_EVENT_REWARD_PERCENT","+<num>%"
"TID_STREAK_EVENT_REWARD_PERCENT_TOTAL","<num>%"
"TID_STREAK_EVENT_RUSH_STREAK_BUTTON_CANCEL","Cancel!"
"TID_STREAK_EVENT_RUSH_STREAK_BUTTON_CONTINUE","Rush!"
"TID_STREAK_EVENT_RUSH_STREAK_TEXT","Unlock the next tier of the Streak early?"
"TID_STREAK_EVENT_RUSH_STREAK_TITLE","Rush your Streak!"
"TID_STREAK_EVENT_STREAK_BROKEN_BUTTON_BREAK","Start Over!"
"TID_STREAK_EVENT_STREAK_BROKEN_BUTTON_CONTINUE","Continue!"
"TID_STREAK_EVENT_STREAK_BROKEN_TEXT","You can continue your Streak or start over with a new one"
"TID_STREAK_EVENT_STREAK_BROKEN_TEXT_CONTINUE","Continue your Streak from where you were or start over?"
"TID_STREAK_EVENT_STREAK_BROKEN_TEXT_RESET","Start"
"TID_STREAK_EVENT_STREAK_BROKEN_TITLE","Your Streak was broken!"
"TID_STREAK_EVENT_STREAK_COMPLETED","Streak completed!"
"TID_STREAK_EVENT_STREAK_COMPLETED_DESCRIPTION","Congratulations, Chief! You have cleared the whole Streak!"
"TID_STREAK_EVENT_TASK_NUMBER","Task <num>/<max>"
"TID_STREAK_EVENT_TIME_LEFT","Event ends in: <time>"
"TID_STREAK_EVENT_TIME_REMAINING","Time left: <time>"
"TID_STREAK_TASK_REVEALED_IN","Task <task> revealed in:"
"TID_STREAM_BUTTON_ATTACK","Attack"
"TID_STREAM_BUTTON_FIND_CLAN","Find"
"TID_STREAM_BUTTON_SCOUT","Scout"
"TID_STREAM_CLAN_WARS_ENTRY_VS","vs"
"TID_STREAM_DONATE_BUTTON","Donate"
"TID_STREAM_DONATE_TEXT","needs reinforcements"
"TID_STREAM_ENTRY_AGE","<time> ago"
"TID_STREAM_EVENT_ACCEPTED","was accepted to the clan by <name>"
"TID_STREAM_EVENT_ACCEPTED_NEW","<player> was accepted to the clan by <name>"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Clan has reached level <value>! New perks unlocked:"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","Clan has reached level <value>!"
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","cancelled Friendly War"
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR_NEW","<player> cancelled Friendly War"
"TID_STREAM_EVENT_CANCELLED_WAR","cancelled Clan War search"
"TID_STREAM_EVENT_CANCELLED_WAR_LEAGUE","cancelled Clan War League search"
"TID_STREAM_EVENT_CANCELLED_WAR_LEAGUE_NEW","<player> cancelled Clan War League search"
"TID_STREAM_EVENT_CANCELLED_WAR_NEW","<player> cancelled Clan War search"
"TID_STREAM_EVENT_CHANGED_SETTINGS","updated clan settings"
"TID_STREAM_EVENT_CHANGED_SETTINGS_NEW","<player> updated clan settings"
"TID_STREAM_EVENT_CHANGED_SETTINGS_PLAYERS_LEFT","Clan settings were updated. Some players have left the Clan."
"TID_STREAM_EVENT_DEMOTED","was demoted by <name>"
"TID_STREAM_EVENT_DEMOTED_NEW","<player> was demoted to <role> by <name>"
"TID_STREAM_EVENT_DISTRICT_LAYOUT_SCRAMBLED","A Clan Capital layout has been reset due to inappropriate content"
"TID_STREAM_EVENT_JOINED","joined the clan"
"TID_STREAM_EVENT_JOINED_AND_LEFT","joined and left the clan"
"TID_STREAM_EVENT_JOINED_AND_LEFT_NEW","<player> joined and left the clan"
"TID_STREAM_EVENT_JOINED_NEW","<player> joined the clan"
"TID_STREAM_EVENT_KICKED","has been kicked out of the clan by <name>"
"TID_STREAM_EVENT_KICKED_NEW","<player> has been kicked out of the clan by <name>"
"TID_STREAM_EVENT_LEFT","has left the clan"
"TID_STREAM_EVENT_LEFT_NEW","<player> has left the clan"
"TID_STREAM_EVENT_NAME_CHANGED","Changed their name to <name>"
"TID_STREAM_EVENT_NAME_CHANGED_NEW","<player> changed their name to <name>"
"TID_STREAM_EVENT_PROMOTED","was promoted by <name>"
"TID_STREAM_EVENT_PROMOTED_AUTOMATICALLY","was promoted automatically"
"TID_STREAM_EVENT_PROMOTED_AUTOMATICALLY_NEW","<player> was promoted to <role> automatically"
"TID_STREAM_EVENT_PROMOTED_NEW","<player> was promoted to <role> by <name>"
"TID_STREAM_EVENT_STARTED_WAR","started Clan War search"
"TID_STREAM_EVENT_STARTED_WAR_LEAGUE","started Clan War League search"
"TID_STREAM_EVENT_STARTED_WAR_LEAGUE_NEW","<player> started Clan War League search"
"TID_STREAM_EVENT_STARTED_WAR_NEW","<player> started Clan War search"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","No Clan War opponent found. Please try starting a war again."
"TID_STREAM_REPLAY_BUTTON","Replay"
"TID_STREAM_REPLAY_TEXT_ATTACK","Attack against:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Defense against:"
"TID_STREAM_REQUESTED_REINFORCEMENTS","Requested:"
"TID_STREAM_SENDER_YOU","You"
"TID_STREAM_SHARED_ARMY","Shared an army composition"
"TID_STREAM_SHARED_LAYOUT","Shared their layout."
"TID_STREAM_SHARED_LAYOUT_BUILDER_BASE","Shared a Builder Hall <num> layout"
"TID_STREAM_SHARED_LAYOUT_CAPITAL","Shared a <district> level <num> layout"
"TID_STREAM_SHARED_LAYOUT_HOME","Shared a Town Hall <num> layout"
"TID_STREAM_SHARED_LAYOUT_WAR","Shared a Town Hall <num> War Base layout"
"TID_STUN_TIME","Stun target: <number> Seconds"
"TID_SUGGESTED_CLANS","Suggested Clans"
"TID_SUGGESTED_PLAYERS_ABOUT_TEXT","Players suggested for your Clan are evaluated daily to be a good match on various factors. Only players who recently opted-in to find a new clan are shown.\n\nSome factors are:\n- Activity such as attacks, donations and chatting.\n- Location, language and typical times playing the game.\n\nYour Clan settings also influence recommendations. You won't see players who do not meet these criteria:\n- Minimum Town Hall\n- Minimum Trophy in Home Village and Builder Base\nChanging Clan settings will not immediately change suggestions."
"TID_SUGGESTED_PLAYERS_TITLE","Suggested Players"
"TID_SUMMER_SCENERY","Summer Scenery"
"TID_SUMMON_SPEED","Deployment Speed: <number>"
"TID_SUPERCELL_ID_BANNER_TEXT","Connect to Supercell ID to safeguard your game and play on multiple devices!"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Connected"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Disconnected"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Log in with Supercell ID"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Play without Supercell ID"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPER_BARBARIANS","Super Barbarians"
"TID_SUPER_BOWLER","Super Bowler"
"TID_SUPER_BOWLER_ABILITY_HELP","Boulders bounce to a third target and do extra splash damage."
"TID_SUPER_BOWLER_ABILITY_NAME","Triple Strike"
"TID_SUPER_BOWLER_INFO","Super Bowler now has everything he's ever wanted: a grippier glove, more comfortable footwear, and even more ridiculously massive boulders to toss."
"TID_SUPER_CHARGED_PEKKA","Power P.E.K.K.A"
"TID_SUPER_DRAGON","Super Dragon"
"TID_SUPER_DRAGON_ABILITY_HELP","Deals continuous damage that splashes to nearby targets"
"TID_SUPER_DRAGON_ABILITY_NAME","Roast"
"TID_SUPER_DRAGON_INFO","Sometimes having a fire inside of you isn't enough. The Super Dragon has fires on the inside, outside, and if he gets to do his thing, all around him!"
"TID_SUPER_GIANTS","Super Giants"
"TID_SUPER_GIANT_ABILITY_HELP","Deals increased damage to Walls."
"TID_SUPER_GIANT_ABILITY_NAME","Wall Buster"
"TID_SUPER_HOG_RIDER_ABILITY","Divide and Conquer"
"TID_SUPER_HOG_RIDER_ABILITY_INFO","Upon defeat, Hog and Rider split into separate Troops."
"TID_SUPER_MINER","Super Miner"
"TID_SUPER_MINER_ABILITY","Last Blast"
"TID_SUPER_MINER_ABILITY_INFO","Drops an exploding barrel when defeated."
"TID_SUPER_MINER_INFO","Armed with a powerful drill and a magnificent moustache, Super Miner is ready to undermine any rival Village!"
"TID_SUPER_MINION","Super Minion"
"TID_SUPER_MINION_ABILITY_HELP","Super Minion's first <num> attacks are fired from longer range."
"TID_SUPER_MINION_ABILITY_NAME","Long Shot"
"TID_SUPER_TROOPS_FEATURE","Super Troops"
"TID_SUPER_TROOPS_FEATURE_DESCRIPTION","Super Troops arrive in the game to give new powers and fantastic hair to classic Troops."
