"TID","NL"
"TID_TUTORIAL_WAR_LEAGUE_8","Elk clanlid kan maar één aanval uitvoeren. Dus doe je best!"
"TID_TUTORIAL_WAR_LEAGUE_9","Bekijk het grotere geheel door op de knop hieronder te tikken."
"TID_TUTORIAL_WAR_MAP_ENEMY_1","O jee, er zijn overal vijandelijke oorlogsbasissen!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Het aantal aanvallen is beperkt, dus we hebben onze clan nodig om ze allemaal te vernietigen."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Kijk goed rond en laten we daarna onze eigen oorlogsbasissen bekijken."
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Daar ben je eindelijk! Welkom in het oorlogsgebied!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Onze vijanden ruiken bloed en willen oorlog voeren, maar gelukkig is onze clan klaar om te vechten!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Kijk daar! Ik heb de vijandelijke clan gespot!"
"TID_TUTORIAL_WORKER_1","Wauw, dat gaat lekker! Nu moeten we dit dorp gevechtsklaar zien te krijgen."
"TID_TUTORIAL_WORKER_2","Neem een tweede bouwvakker aan om twee gebouwen tegelijkertijd te bouwen."
"TID_TUTORIAL_WORKER_MENU","Hoera! Ik heb zoveel ideeën voor dingen om te bouwen. Moet je mijn verlanglijstje zien."
"TID_TUTORIAL_WORKER_MENU2","Ik heb hier altijd de ideeën, maar jij weet wat belangrijk is. Jij mag kiezen!"
"TID_TUTORIAL_WORKER_MENU3","Te gek! Nu zijn we een team. Misschien kan ik een keer bij jou op bezoek komen en... zzz..."
"TID_TUTORIAL_WORKER_MENU4","Chief, er is hier genoeg te doen, maar we moeten ook voor ons eigen dorp zorgen."
"TID_TYPE_ACCEPT_CLAN_INVITE_WHILE_IN_CLAN_TEXT","Je verlaat je huidige clan als je deze clanuitnodiging accepteert. Weet je het zeker?"
"TID_TYPE_ACCEPT_CLAN_INVITE_WHILE_IN_CLAN_TITLE","Je clan verlaten"
"TID_UI_TOP_VIEWERS_TITLE","Toeschouwers:"
"TID_UNABLE_TO_COPY_CURRENT_ARMY_TO_FRIENDLY_ARMY","Het huidige leger kan niet worden gekopieerd."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","De topscores voor jouw clanlocatie kunnen niet worden weergegeven"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","We kunnen geen lokale klassementen voor jouw locatie vinden."
"TID_UNABLE_TO_WATCH","Speler doet op dit moment niet mee aan een gevecht."
"TID_UNCLOK_FROM_LABORATORY","Ontgrendel in laboratorium"
"TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN","根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。"
"TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN","根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。"
"TID_UNITS_LEFT","<number> over"
"TID_UNIT_ABILITY_COOLDOWN_ACTIVE","Je moet even wachten voordat je je troepentalent weer kunt gebruiken."
"TID_UNIT_COUNT","Eenheden:"
"TID_UNIT_STORAGE_CAPACITY","Troepencapaciteit: <number>"
"TID_UNIT_STORAGE_CAPACITY_ALL","Totale troepencapaciteit: <number>"
"TID_UNLOCKED_ARMY","Legers"
"TID_UNLOCK_BARRACK_TROOP","Ontgrendelt: <name>"
"TID_UNLOCK_BUILDINGS","Ontgrendelt het volgende:"
"TID_UNLOCK_BUILDING_MULTIPLE","Ontgrendelt:"
"TID_UNLOCK_DISTRICT","Ontgrendelt het volgende district:"
"TID_UNLOCK_DISTRICT_RUINS","Ontgrendelt de volgende districten en ruïnes:"
"TID_UNLOCK_GEAR","Ontgrendelt uitrusting:"
"TID_UNLOCK_PET","Ontgrendelt: <name>"
"TID_UNLOCK_RUINS","Ontgrendelt de volgende ruïnes:"
"TID_UNLOCK_SPELL_FORGE_SPELL","Ontgrendelt: <name>"
"TID_UNPIN_ERROR_INTERNAL_ERROR","Er is iets misgegaan. Probeer het later opnieuw."
"TID_UNPIN_ERROR_MESSAGE","Bericht losmaken mislukt: {0}"
"TID_UNPLACED_BUILDINGS","Niet-geplaatste gebouwen"
"TID_UPCOMING_DAYS","Komende dagen"
"TID_UPCOMING_EVENTS","Verwachte evenementen"
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT","Om contact op te nemen met onze hulp en ondersteuning, moet je de versie van het spel updaten."
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT_TITLE","Update vereist"
"TID_UPDATE_TROOP_LEVEL","Upgraden naar level <number>"
"TID_UPDATING_CONTENT","Materiaal wordt gedownload"
"TID_UPGRADE_ANYWAY","Doorgaan"
"TID_UPGRADE_ARTO_INFO","Voltooi de onderstaande vereisten om te kunnen upgraden. Zodra alle vier vereisten zijn voltooid, ontgrendel je de nieuwste uitvinding van de meesterbouwer: B.O.B."
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE","Upgrade je <building> naar level <number> om er meer te bouwen!"
"TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK","Upgrade je <building> naar level <number> om te ontgrendelen!"
"TID_UPGRADE_CAPITAL_UNIT","Upgradet je <name> naar level <number>."
"TID_UPGRADE_COUNT_LIMITED","Je kunt nog <num> van deze gebouwen upgraden"
"TID_UPGRADE_COUNT_LIMIT_HIT","<c2>Je kunt geen van deze gebouwen meer upgraden.</c>"
"TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT","Je hebt het maximale aantal van deze gebouwen al geüpgraded."
"TID_UPGRADE_FINISH_NOW","Upgrade voltooien:"
"TID_UPGRADE_HOME_TH_LOCKED_INFO","Bouw de volgende gebouwen om het volgende stadhuislevel te ontgrendelen."
"TID_UPGRADE_HOME_TH_NOT_RECOMMENDED_INFO","Door je stadhuis te upgraden, zul je worden gekoppeld aan sterkere tegenstanders. Met je huidige kracht zal het lastig zijn om ze te verslaan. Overweeg om je aanvalskracht te upgraden voordat je je stadhuis upgradet."
"TID_UPGRADE_INFO_ATTACK_SPEED","<old> aanvalssnelheid (met <num> s)"
"TID_UPGRADE_INFO_DAMAGE","<old> schade (+<num>)"
"TID_UPGRADE_INFO_DEPLOY_UNIT","<old> inzetsnelheid van <name> (+15%)"
"TID_UPGRADE_INFO_DPS","<old> schade per seconde (+<num>)"
"TID_UPGRADE_INFO_HOUSING","<old> aantal eenheden per legerkamp (+<num>)"
"TID_UPGRADE_INFO_HP","<old> levenspunten (+<num>)"
"TID_UPGRADE_INFO_ITEM_SPACER","<old> en"
"TID_UPGRADE_INFO_SPAWNED_UNITS","<old> aantal voortgebrachte eenheden (+<num>)"
"TID_UPGRADE_INFO_SPAWNING","<old> voortbrengsnelheid van <name> (+20%)"
"TID_UPGRADE_INFO_SPECIAL_ABILITY","Ontgrendelt speciaal talent: <name>."
"TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED","Verbetert het talent: <name>."
"TID_UPGRADE_INFO_START","Verhoogt:"
"TID_UPGRADE_SHIPYARD_TO_SAIL","Repareer de boot om nieuwe locaties te bezoeken."
"TID_UPGRADE_TASKS_TITLE","Upgradevereisten"
"TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST","<name> van level <level> in de bouwersbasis vereist."
"TID_UPGRADE_TH_LOCKED_GEARUP","Je hebt het maximale aantal van deze gebouwen al verbeterd."
"TID_UPGRADE_TH_LOCKED_INFO","Bouw de volgende gebouwen om het volgende level van de bouwerszaal te ontgrendelen."
"TID_UPGRADE_TH_LOCKED_TITLE","Upgrade vergrendeld"
"TID_UPGRADE_TH_LOCKED_TITLE2","Vereiste gebouwen:"
"TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE","Voordat je gaat upgraden..."
"TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE2","Aanbevolen upgrades:"
"TID_UPGRADE_TH_TO_GEARUP_UNLOCK","Upgrade de bouwerszaal naar level <number> om meer gebouwen te verbeteren."
"TID_UPGRADE_TIME","Upgradetijd"
"TID_UPGRADE_UNITS2","Eenheden upgraden"
"TID_UPGRADE_WINDOW_NOTE","Let op!"
"TID_UPGRADING_SUBTITLE","Upgraden naar level <number>"
"TID_UPGRADING_TOWN_HALL_FIRST","Je moet eerst je stadhuis upgraden."
"TID_UPGRADING_WEAPON_FIRST","Je moet eerst het wapen upgraden."
"TID_USES_VILLAGE2_BUILDER","Meesterbouwer vereist!"
"TID_USE_ATTACK_CODE_BUTTON","Uitdagingscode gebruiken"
"TID_USE_CLOCKTOWER_POTION_TITLE","Bouwersbasis een boost geven?"
"TID_USE_CURRENT_ARMY_AS_FRIENDLY_ARMY","Huidige leger kopiëren"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik van 1 <unit> verplicht</c>"
"TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik: <usecount>x <unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik van 1 <unit> verplicht</c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL","Evenementuitdaging: win multiplayergevechten!\n<cffec78>• Gebruik: <usecount>x <unit></c>"
"TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME","Gebruik: <unit>"
"TID_V2_DUEL_FEED_BATTLE_STARTED","Gevecht gestart!"
"TID_V2_DUEL_FEED_BH_DESTROYED","Bouwerszaal vernietigd!"
"TID_V2_DUEL_FEED_DESTROYED","Vernietigd"
"TID_V2_START_DUEL_ACTIVE","Koppelprocedure mislukt. Er is al een duel actief."
"TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING","Koppelprocedure mislukt. Er is al een koppelprocedure gestart."
"TID_V2_START_DUEL_GENERIC_ERROR","Koppelprocedure mislukt!"
"TID_V2_START_DUEL_SNAPSHOT_FAILED","Koppelprocedure mislukt. Er kon geen momentopname worden gemaakt."
"TID_V2_TRAINING_BARRACKS_UPGRADING","De troepentraining is gepauzeerd terwijl de kazerne wordt geüpgraded."
"TID_VALUE","VOORDEEL"
"TID_VALUE_STICKER_CONTENT","<value>X ZO VOORDELIG"
"TID_VERSUS_BATTLE_ADD_MESSAGE","Voeg een bericht toe om een vriendschappelijk gevecht te beginnen."
"TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT","Selecteer een geldige indeling om een vriendschappelijk gevecht te beginnen."
"TID_VERSUS_BATTLE_TRAIN_ARMY","Train een volledig leger om een vriendschappelijk gevecht te beginnen."
"TID_VICTORY","Overwinning"
"TID_VIEW_ALLIANCE","Clan bekijken"
"TID_VIEW_ALLIANCE_TAB","Clan bekijken"
"TID_VIEW_HIGHSCORES","Bekijk de sterkste clans en spelers ter wereld."
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Bekijk op kaart"
"TID_VIEW_PROFILE_BUTTON","Profiel"
"TID_VIEW_PROFILE_TAB","Spelersprofiel"
"TID_VILLAGE2_PVP_LOOT","Overwinningen"
"TID_VILLAGE_EDIT_MODE","Bewerkingsmodus voor je dorp"
"TID_VILLAGE_EDIT_MODE_V2","Bewerkingsmodus voor bouwersbasis"
"TID_VILLAGE_EDIT_MODE_WAR","Bewerkingsmodus voor oorlogsbasis"
"TID_VILLAGE_EDIT_SAVE_FAILED","Dorp opslaan mislukt. Probeer het opnieuw."
"TID_VILLAGE_EDIT_SUCCESS","Je dorp is opgeslagen!"
"TID_VILLAGE_GUARD_TITLE","Bescherming:"
"TID_VILLAGE_NOT_PREPARED","Dorp is niet voorbereid"
"TID_VILLAGE_OBJECT_ROWBOAT_INFO","De meesterbouwer kan je dorp bezoeken en je gebouwen van speciale verbeteringen voorzien. Ga op zoek naar de optie Verbeteren bij de verdedigingswerken van je dorp."
"TID_VILLAGE_OBJECT_SHIP","Boot"
"TID_VILLAGE_OBJECT_SHIP_INFO","Met de boot kun je nieuwe locaties bezoeken."
"TID_VILLAGE_PREPARED","Dorp is voorbereid"
"TID_VILLAGE_ROWBOAT","Boot van de bouwer"
"TID_VILLAGE_UNDER_ATTACK","Dorp wordt aangevallen!"
"TID_VISITING","Op bezoek"
"TID_VISIT_BUTTON","Bezoeken"
"TID_VISIT_FAILED","Het dorp kon niet worden bezocht. Probeer het later opnieuw."
"TID_VISIT_FAILED_RESTRICTED","Dit dorp kan niet worden bezocht."
"TID_VOUCHER_CLAIM_TEXT","Wil je je beloning nu ophalen?"
"TID_VOUCHER_CLAIM_TITLE","Beloning ophalen"
"TID_VS","tegen"
"TID_VS_ATTACK_CONFIRM_INFO","Zorg dat je voorbereid bent voordat je een vriendschappelijk gevecht start!"
"TID_WAITING","Wachten"
"TID_WAITING_FOR_ATTACK","Tegenstander valt aan!"
"TID_WAITING_FOR_BATTLE_CODE","Wachten op code..."
"TID_WAITING_FOR_COOLDOWN","Beschikbaar:"
"TID_WAITING_FOR_DUEL_NOTIFICATION","Er is een speler klaar voor een bouwersbasisgevecht."
"TID_WAITING_FOR_ENEMY","Wachten op tegenstander"
"TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE","Je hebt recent een uitdaging gestart. Probeer het opnieuw over <time>."
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","Je kunt nog een uitdaging versturen over <time>"
"TID_WAIT_BEFORE_TAGGING","Taggen in de chat wordt beschikbaar nadat je <number> minuten lang deel uitmaakt van de clan!"
"TID_WALL_BREAKER","Muurbreker"
"TID_WALL_INFO","Muren zijn geweldig om je dorp te beschermen en je vijanden in de vuurlinie te houden."
"TID_WARLOCK","Heks"
"TID_WARMACHINE","Gevechtsmachine"
"TID_WARMACHINE_INFO","Deze enorme machine ging kapot tijdens het omhoogtakelen van de grootste hamer van het rijk. Na een paar reparaties is de machine zo weer klaar voor de strijd."
"TID_WARNING_1_GEM_DONATIONS_INACTIVE","Donaties voor 1 edelsteen zijn niet actief. Weet je zeker dat je wilt doneren met behulp van edelstenen?"
"TID_WARNING_BH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Je bouwerszaal moet level <num> zijn om indelingen te kunnen kopiëren."
"TID_WARNING_CANNOT_COPY_LAYOUT_WHILE_EDITING","Je kunt geen indeling kopiëren terwijl je een andere aan het bewerken bent."
"TID_WARNING_CANNOT_SHARE_INCOMPLETE_LAYOUTS","Alleen volledige indelingen kunnen worden gedeeld"
"TID_WARNING_INVALID_LAYOUT_CODE","Deze indelingslink is niet geldig."
"TID_WARNING_SHARED_LAYOUT_NOT_AVAILABLE","Deze indeling is niet meer beschikbaar"
"TID_WARNING_TH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Je stadhuis moet level <num> zijn om indelingen te kunnen kopiëren."
"TID_WARNING_WAR_MEMBER_NOT_IN_CLAN","Deze speler is momenteel niet aangesloten bij de clan."
"TID_WAROPTIN_COUNTIN","Wel"
"TID_WAROPTIN_LEAVE","Verlaten"
"TID_WAROPTIN_LEAVEOUT","Niet"
"TID_WAROPTIN_TAKE","Rekruteren"
"TID_WARRIORGIRL","Valkyrie"
"TID_WARS_WON","Gewonnen oorlogen:"
"TID_WARTOOLS_ATTACK_CONFIRMATION","Dit doelwit is door een andere speler geclaimd. Wil je toch aanvallen?"
"TID_WARTOOLS_CLAIM_TARGET","Doelwit claimen"
"TID_WARTOOLS_EMPTY_NOTES","Tik om opmerkingen toe te voegen"
"TID_WARTOOLS_REMOVE_CLAIM","Claim verwijderen"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Troepen en spreuken in clankasteel: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT_WITH_SIEGE","Versterkingen clankasteel: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Clankasteeltroepen: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Helden: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Weet je het zeker? Als je doorgaat, gebruik je een van je resterende oorlogsaanvallen."
"TID_WAR_ATTACK_CONFIRM_SIEGE_MACHINE_TEXT","Belegeringsmachine: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Spreuken: <number>"
"TID_WAR_ATTACK_CONFIRM_TITLE","Nu aanvallen?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Troepen: <number>"
"TID_WAR_BASE","Oorlogs-\nbasis bewerken"
"TID_WAR_BATTLE_INFO","Op de gevechtsdag voeren alle spelers hun aanvallen uit. Alleen de beste aanval tegen elke vijand telt, dus de clanstrategie is de sleutel tot succes! Clanaanvallen verminderen je schildduur niet en hebben geen gevolgen voor je trofeeën."
"TID_WAR_BATTLE_INFO_HEADLINE","Gevechtsdag"
"TID_WAR_BROWSE","Gegevens"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Je kunt niet nog meer leden uitsluiten van de oorlog!"
"TID_WAR_DATA_ERROR_INTERNAL","De oorlogsgegevens konden niet worden opgehaald. Probeer het later opnieuw."
"TID_WAR_DATA_ERROR_INVALID_WAR","De oorlogsgegevens zijn niet gevonden."
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","De gegevens van deze oorlog zijn niet meer beschikbaar."
"TID_WAR_DAY_DURATION","Gevechtsperiode"
"TID_WAR_DONATE","Doneren"
"TID_WAR_DONATE_DONE","Je hebt al het maximale aantal troepen aan deze speler gedoneerd!"
"TID_WAR_DONATE_FULL","Deze speler kan niet nog meer troepen ontvangen."
"TID_WAR_DONATE_MESSAGE","Verzoek"
"TID_WAR_DONATE_MESSAGE_SAVED","Doneerbericht is opgeslagen"
"TID_WAR_DONATE_SPECTATOR","Toeschouwers kunnen niet doneren!"
"TID_WAR_DURATION","Gevecht:"
"TID_WAR_EXCLUDED_MEMBERS","Uitgesloten leden:"
"TID_WAR_HISTORY_NOT_AVAILABLE","Je clan heeft nog nooit oorlog gevoerd!"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","Deze clan heeft nog nooit oorlog gevoerd!"
"TID_WAR_INFO","Elke legendarische oorlog van twee dagen wordt gewonnen door de clan die de meeste sterren verdient. De winnende clan krijgt bonusbuit en clan-XP. Verhoog de bonusbuit door aanvallen te winnen. Mocht je clan de oorlog verliezen, dan raak je deze wel grotendeels kwijt. In het geval van een gelijkspel wint de clan met het hoogste vernietigingspercentage van zijn beste aanvallen."
"TID_WAR_INFO_BUTTON","Oorlogs-\ngegevens"
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Elke legendarische oorlog van twee dagen wordt gewonnen door de clan die de meeste sterren verdient. De winnende clan krijgt bonusbuit en clan-XP. Verhoog de bonusbuit door aanvallen te winnen. Als je clan de oorlog verliest, raak je deze wel grotendeels kwijt. In het geval van een gelijkspel wint de clan met het hoogste vernietigingspercentage van zijn beste aanvallen.\n\nOpmerking: vriendschappelijke oorlogen hebben een aangepaste duur en leveren geen buit of clan-XP op."
"TID_WAR_INFO_HEADLINE","Overzicht"
"TID_WAR_LEAGUES","Oorlogsdivisies"
"TID_WAR_LEAGUE_STATS_TITLE","Oorlogsdivisiegeschiedenis"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Je moet meer leden rekruteren om een oorlog te starten"
"TID_WAR_PARTICIPANTS_HEADER","Oorlogsdeelnemers:"
"TID_WAR_PERSONAL_INFO","Wil je deelnemen aan clanoorlogen? Je voorkeur is zichtbaar voor de andere leden van je clan."
"TID_WAR_PERSONAL_SETTING_IN","Wel"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Sla mij over"
"TID_WAR_PERSONAL_SETTING_OUT","Niet"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Rekruteer mij"
"TID_WAR_PREPARE","Bereid je voor!"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Bereid je dorp voor op de oorlog!\nVul je <c2>clankasteel</c> en help je clangenoten, ronsel je beste <c2>troepen</c>, creëer krachtige <c2>spreuken</c> en zorg dat je <c2>helden</c> klaar zijn om te vechten!"
"TID_WAR_RESULTS_BUTTON","Resultaten"
"TID_WAR_RESULTS_INFO","Aan het einde van de oorlog wordt de bonusbuit afgeleverd bij je schatkamer. Als je de oorlog wint, verdien je ook een flinke clan-XP-bonus voor je clan. Je kunt de resultaten en een herhaling van de gevechten bekijken, maar dit kan slechts tijdelijk. Raadpleeg het oorlogslogboek van je clan om nog oudere oorlogen te bekijken!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Aan het einde van de oorlog wordt de bonusbuit afgeleverd bij je schatkamer. Als je de oorlog wint, verdien je ook een flinke clan-XP-bonus voor je clan. Als de oorlog is afgelopen, kun je tijdelijk de resultaten en herhalingen van gevechten bekijken. Raadpleeg het oorlogslogboek van je clan om nog oudere oorlogen te bekijken!\n\nOpmerking: vriendschappelijke oorlogen leveren geen buit of clan-XP op."
"TID_WAR_RESULTS_INFO_HEADLINE","Resultaten"
"TID_WAR_SEARCH_CANCEL","Zoekopdracht annuleren..."
"TID_WAR_SELECT_MEMBERS_HINTS","Je kunt het aantal leden selecteren met bovenstaande knoppen."
"TID_WAR_SIGNUP_RESPONSE_NOT_AVAILABLE_IN_MODE","Keer terug naar huis om te antwoorden!"
"TID_WAR_SIZE","Oorlogsgrootte: <num> tegen <num>"
"TID_WAR_SIZE_TEXT","Grootte:"
"TID_WAR_SPECTATOR_TEXT","Je neemt geen deel aan deze oorlog. Vraag een leider of co-leider van je clan om je te selecteren voor de volgende oorlog."
"TID_WAR_SPECTATOR_TITLE","Oorlogstoeschouwer"
"TID_WAR_STARTS_IN","De oorlog begint over:"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Clan-XP"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Clan-XP wordt aan het eind van de oorlog toegekend"
"TID_WAR_STATS_HEADER_BATTLES","Totaal aantal aanvallen"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Beste aanvallen"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Verdien <num> sterren"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Versla vijandelijke oorlogsbasissen"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Versla oorlogsbasissen"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Uitgelichte gevechten"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Beslissende factoren bij gelijkspel"
"TID_WAR_STATS_HEADER_TOTAL","Totaal"
"TID_WAR_STATS_HEADER_WAR_STATS","Aanvalsstatistieken"
"TID_WAR_STATS_HEADER_WIN_WAR","Win de oorlog"
"TID_WAR_STATS_LOSSES","Verloren:"
"TID_WAR_STATS_TIES","Gelijkgespeeld:"
"TID_WAR_STATS_TITLE","Oorlogs-\nstatistieken"
"TID_WAR_STATS_TOTAL","Totaal:"
"TID_WAR_STATS_WINS","Gewonnen:"
"TID_WAR_STREAM_ENTRY_TIME","<time> over"
"TID_WAR_TEAM_TAB_ATTACKS","Aanvallen"
"TID_WAR_TEAM_TAB_DEFENSES","Verdedigingswerken"
"TID_WAR_WAR_BASE_HEADLINE","Voorbereidingsdag"
"TID_WAR_WAR_BASE_INFO","Tijdens de voorbereidingsdag staan oorlogsbasissen open voor troependonaties en kunnen deze worden aangepast met gebruik van alle onderdelen van jouw reguliere dorp. De basissen verdedigen je tijdens een oorlog en houden je grondstoffen en trofeeën veilig. Denk eraan om nieuwe gebouwen te plaatsen die je hebt gebouwd!"
"TID_WAR_WIN_BONUS","<percentage> bonus voor winst oorlog"
"TID_WATCH","Video bekijken"
"TID_WATCH_LIVE_REPLAY","Live kijken"
"TID_WATER","Water"
"TID_WATER_2","Water 2x2"
"TID_WATER_3","Water 3x3"
"TID_WEAPON_INVISIBILITY_SPELL","Onzichtbaarheidsspreuktoren"
"TID_WEAPON_POISON_SPELL","Gifspreuktoren"
"TID_WEAPON_RAGE_SPELL","Woedespreuktoren"
"TID_WEAPON_TOWN_HALL","Giga-Tesla"
"TID_WEAPON_TOWN_HALL_13","Giga-inferno"
"TID_WEAPON_TOWN_HALL_14","Giga-inferno"
"TID_WEAPON_TOWN_HALL_14_INFO","De giga-inferno laat je vijanden voelen alsof ze marshmallows zijn die een kampvuur proberen aan te vallen en is met deze nieuwe upgrade nog krachtiger! Als de inferno nu wordt vernietigd, verspreidt deze een giftige wolk die aanvallers in de buurt beschadigt en vertraagt."
"TID_WECHAT_LOGGED_IN","Je bent nu aangemeld bij WeChat."
"TID_WECHAT_LOGIN_BUTTON","Aanmelden bij WeChat"
"TID_WECHAT_LOGOUT_BUTTON","Afmelden"
"TID_WECHAT_NOT_INSTALLED","Je hebt WeChat nog niet geïnstalleerd."
"TID_WELCOME_BACK_DEFENCES","Je dorp werd aangevallen"
"TID_WELCOME_BACK_EVENTS","Nieuwe evenementen"
"TID_WELCOME_BACK_SUBTITLE","Terwijl je weg was..."
"TID_WELCOME_BACK_TITLE","Welkom terug, Chief!"
"TID_WELCOME_BACK_UPGRADES","Voltooide upgrades"
"TID_WHAT_YOU_GOT","Ontvangen:"
"TID_WIN_BONUS","Overwinningsbonus"
"TID_WITCH2_ABILITY_HELP","Brengt bij activering een zwerm van <num> woedende vleermuizen voort."
"TID_WITCH2_ABILITY_NAME","Vleermuizenzwerm"
"TID_WITCH_GOLEM_ABILITY_HELP","Roept om de paar seconden een skelettenleger op. Wanneer dit wordt verslagen, worden er flinke jongens voortgebracht."
